,Statistic,Year,UNIT,VALUE,County_name,per_10k,per_10k_vehicles,per_1b_km_travelled,avg_per_1k_km_travelled
716,Persons Injured,2008,Number,387.0,Kerry,27.23415035784407,44.02605159125167,252.74844889517794,22.224774593694367
717,Persons Injured,2008,Number,539.0,Limerick,28.79950415695997,50.72169411085686,284.0080793887767,30.192695496302935
718,Persons Injured,2008,Number,348.0,Tipperary,22.75625306522805,36.10445392013446,195.06726457399105,9.39626309536667
719,Persons Injured,2008,Number,225.0,Waterford,20.40002176002321,34.41103600159055,206.04395604395603,13.476685334371538
720,Persons Injured,2008,Number,567.0,Galway,23.702229765318663,42.54776305323348,230.30056864337936,30.69372141072025
721,Persons Injured,2008,Number,61.0,Leitrim,20.319786808794138,33.561970436122216,175.2034466251795,3.183743769517828
722,Persons Injured,2008,Number,328.0,Mayo,25.940337224383917,42.068271160789294,223.48398818987053,17.43243602349127
723,Persons Injured,2008,Number,219.0,Roscommon,35.99250567005226,57.902807889588075,293.6969155118462,11.105288957252244
724,Persons Injured,2008,Number,172.0,Sligo,27.44315915436777,47.46748109579968,264.07369498464686,9.56973293768546
725,Persons Injured,2008,Number,171.0,Cavan,25.267824159586254,43.90206331139656,227.5449101796407,8.864849919646096
726,Persons Injured,2008,Number,503.0,Donegal,32.95594517388684,60.974131451984384,324.8304811107524,26.788805155380395
727,Persons Injured,2008,Number,134.0,Monaghan,23.230817239346763,40.973372404127915,207.0563996909606,6.770754383305543
728,Persons Injured,2009,Number,128.0,Carlow,24.193853249158884,36.7240958843191,203.17460317460316,7.084609424006494
729,Persons Injured,2009,Number,2028.0,Dublin,16.39142860837741,33.72927159132142,225.3583731525725,135.51771375112764
730,Persons Injured,2009,Number,363.0,Kildare,18.08480428056855,32.75882555549372,182.44262020438933,20.21664670992175
731,Persons Injured,2009,Number,208.0,Kilkenny,22.541561003099464,37.82735208535403,209.6069868995633,11.529081368708892
732,Persons Injured,2009,Number,185.0,Laois,24.62070801171147,45.9728221928622,239.3272962483829,9.630818619582664
733,Persons Injured,2009,Number,85.0,Longford,22.883911264268793,40.768037858319076,208.16326530612244,4.340130033699833
734,Persons Injured,2009,Number,467.0,Louth,39.544434565392265,83.44973210908624,464.4455494778717,25.996919708300087
735,Persons Injured,2009,Number,429.0,Meath,24.428715414006934,43.77655250295075,233.91494002181025,22.932183457467662
736,Persons Injured,2009,Number,190.0,Offaly,25.588191722893352,46.1491751846979,248.1497605572486,10.219907303647789
737,Persons Injured,2009,Number,191.0,Westmeath,22.885488683065937,39.69683533780414,209.9670208867717,10.099941832795727
738,Persons Injured,2009,Number,294.0,Wexford,21.016362739561515,33.641459093397,183.31081783227685,16.02820382350803
739,Persons Injured,2009,Number,343.0,Wicklow,25.894414204935792,44.75888272433269,264.76263990737164,20.296058146530047
740,Persons Injured,2009,Number,267.0,Clare,23.278725685937733,38.80381546629978,212.63604990708785,14.629468974019451
741,Persons Injured,2009,Number,933.0,Cork,21.5772931944801,30.955814694224237,182.0902319227141,54.879124757367215
742,Persons Injured,2009,Number,345.0,Kerry,24.0862917582993,39.248030488325135,225.31838467399584,19.812783552518233
743,Persons Injured,2009,Number,487.0,Limerick,25.807203760326857,45.82832102409515,256.6084131026609,27.279856598700423
744,Persons Injured,2009,Number,336.0,Tipperary,21.695895859699874,34.85947275047465,188.34080717488789,9.072254023112647
745,Persons Injured,2009,Number,243.0,Waterford,21.801347556544442,37.1639188817178,222.52747252747253,14.55482016112126
746,Persons Injured,2009,Number,640.0,Galway,26.33831566471324,48.02569374615419,259.95125913891144,34.64547037541615
747,Persons Injured,2009,Number,84.0,Leitrim,27.440219521756177,46.21648387925027,241.26376256582097,4.384171748188485
748,Persons Injured,2009,Number,275.0,Mayo,21.51092755119601,35.27065417444224,187.3722461957756,14.615609470914936
749,Persons Injured,2009,Number,206.0,Roscommon,33.26927114455983,54.465654909840836,276.2628520339741,10.446070891296632
750,Persons Injured,2009,Number,189.0,Sligo,29.725861499504568,52.15903445991941,290.17400204708287,10.515578635014837
751,Persons Injured,2009,Number,221.0,Cavan,31.79352908172807,56.73892392876398,294.0785096473719,11.456911299659575
752,Persons Injured,2009,Number,490.0,Donegal,31.51855091854063,59.398259267340656,316.4352599289635,26.096450350171757
753,Persons Injured,2009,Number,115.0,Monaghan,19.619216596151222,35.1637151229456,177.69765645119753,5.81072204537416
754,Persons Injured,2010,Number,120.0,Carlow,22.321843784296583,34.42883989154915,190.47619047619045,6.641821335006089
755,Persons Injured,2010,Number,1761.0,Dublin,14.043991747460158,29.288583467611947,195.6884098233137,117.67588457383421
756,Persons Injured,2010,Number,357.0,Kildare,17.370910294089025,32.21735736449383,179.42703970514324,19.88248726017098
757,Persons Injured,2010,Number,144.0,Kilkenny,15.344287449651558,26.188166828322018,145.11252939200537,7.981671716798464
758,Persons Injured,2010,Number,135.0,Laois,17.34126321468484,33.54773511371025,174.64424320827942,7.027894668344106
759,Persons Injured,2010,Number,106.0,Longford,27.8419836100021,50.8401413291979,259.59183673469386,5.41239745379038
760,Persons Injured,2010,Number,306.0,Louth,25.395033860045146,54.68012425134987,304.32620586772754,17.03438421999963
761,Persons Injured,2010,Number,363.0,Meath,20.180793221922013,37.041698271727554,197.92802617230097,19.404155233241866
762,Persons Injured,2010,Number,151.0,Offaly,20.007950178879025,36.676449752049386,197.21375707444494,8.12213685710956
763,Persons Injured,2010,Number,162.0,Westmeath,19.10129582247586,33.66956714515325,178.08721143275926,8.566442811062345
764,Persons Injured,2010,Number,257.0,Wexford,18.02180849198836,29.40767002381983,160.2410890574665,14.011048920549538
765,Persons Injured,2010,Number,263.0,Wicklow,19.546636937941287,34.31949316763703,203.01042068699343,15.562283651712542
766,Persons Injured,2010,Number,225.0,Clare,19.405585358701465,32.69984449407285,179.18768250597293,12.328204191589425
767,Persons Injured,2010,Number,867.0,Cork,20.83633741888969,28.766014297848248,169.20925088638063,50.99700017646021
768,Persons Injured,2010,Number,254.0,Kerry,17.593926631940597,28.895651431984298,165.88657886143463,14.58680296330328
769,Persons Injured,2010,Number,393.0,Limerick,20.656161633150774,36.982608136487464,207.07824712391323,22.01434012995743
770,Persons Injured,2010,Number,312.0,Tipperary,19.896563378844597,32.36951041115503,174.8878923766816,8.4242358786046
771,Persons Injured,2010,Number,211.0,Waterford,18.734240153425436,32.269904872602694,193.22344322344324,12.638136024677308
772,Persons Injured,2010,Number,573.0,Galway,23.220378820420965,42.99800393210367,232.73761169780667,31.018522695489775
773,Persons Injured,2010,Number,75.0,Leitrim,24.03538007947699,41.2647177493306,215.41407371948299,3.9144390608825756
774,Persons Injured,2010,Number,280.0,Mayo,21.66511915815537,35.91193879579574,190.77901430842607,14.881347824931572
775,Persons Injured,2010,Number,166.0,Roscommon,26.35255270510541,43.88979958754164,222.61957979436747,8.417707611433208
776,Persons Injured,2010,Number,142.0,Sligo,22.019942003814723,39.188269276764856,218.014329580348,7.90059347181009
777,Persons Injured,2010,Number,197.0,Cavan,27.611532369966504,50.57723083242762,262.1423819028609,10.212721837253104
778,Persons Injured,2010,Number,361.0,Donegal,22.8048010107391,43.76075835818362,233.12883435582822,19.226160360024497
779,Persons Injured,2010,Number,89.0,Monaghan,14.945674990344086,27.213657790801374,137.5225341231007,4.496993582941741
780,Persons Injured,2011,Number,99.0,Carlow,18.127883981542517,28.40379291052805,157.14285714285714,5.479502601380023
781,Persons Injured,2011,Number,1607.0,Dublin,12.64753821610684,26.72728769588438,178.57539726636293,107.38509171502076
782,Persons Injured,2011,Number,268.0,Kildare,12.742972345848074,24.185579197995363,134.69592896632602,14.925788755534516
783,Persons Injured,2011,Number,133.0,Kilkenny,13.938523774091115,24.187681862269642,134.02754450789385,7.371960682876359
784,Persons Injured,2011,Number,119.0,Laois,14.771782172072644,29.57170724838163,153.9456662354463,6.194959003947767
785,Persons Injured,2011,Number,67.0,Longford,17.17948717948718,32.134806311851506,164.08163265306123,3.421043673622221
786,Persons Injured,2011,Number,249.0,Louth,20.260868857661297,44.494610910412156,247.63799104922924,13.861312649607541
787,Persons Injured,2011,Number,279.0,Meath,15.151926575610286,28.470065613807133,152.12649945474374,14.91393749331813
788,Persons Injured,2011,Number,107.0,Offaly,13.952821208288237,25.989272340856186,139.7474967348716,5.755421481527965
789,Persons Injured,2011,Number,127.0,Westmeath,14.73933429274407,26.395277947126313,139.61157933308905,6.715668129659986
790,Persons Injured,2011,Number,232.0,Wexford,15.964767409854115,26.547001733564983,144.65343447989193,12.648106418550555
791,Persons Injured,2011,Number,255.0,Wicklow,18.662177985948478,33.27555421196746,196.8351987649556,15.088906202230792
792,Persons Injured,2011,Number,172.0,Clare,14.676268814635312,24.997214457691243,136.97902840456598,9.424227204237251
793,Persons Injured,2011,Number,773.0,Cork,19.334570612453167,25.647207672706685,150.86361122857235,45.46791365213811
794,Persons Injured,2011,Number,249.0,Kerry,17.113166829321933,28.326839395921617,162.62109502557962,14.299661172687072
795,Persons Injured,2011,Number,429.0,Limerick,22.365999509929146,40.37032796578403,226.04724686045492,24.030920905220704
796,Persons Injured,2011,Number,243.0,Tipperary,15.306700933519785,25.21086868561113,136.21076233183857,6.5611837131439685
797,Persons Injured,2011,Number,189.0,Waterford,16.60881409552265,28.905270241336066,173.07692307692307,11.320415680872092
798,Persons Injured,2011,Number,437.0,Galway,17.442254960265984,32.79254401104591,177.49796913078796,23.65636024071384
799,Persons Injured,2011,Number,87.0,Leitrim,27.361932318530634,47.86707258922349,249.88032551460026,4.540749310623788
800,Persons Injured,2011,Number,207.0,Mayo,15.84531300234235,26.549183324034708,141.04019986372927,11.001567856288698
801,Persons Injured,2011,Number,158.0,Roscommon,24.662452196987434,41.7746285230818,211.89092534644615,8.012034955460523
802,Persons Injured,2011,Number,131.0,Sligo,20.032725215237104,36.152558276452076,201.12589559877173,7.2885756676557865
803,Persons Injured,2011,Number,174.0,Cavan,23.7760135550606,44.67227494843861,231.5369261477046,9.020373602446904
804,Persons Injured,2011,Number,314.0,Donegal,19.48652388960946,38.06337430601013,202.77688085243784,16.723031448885575
805,Persons Injured,2011,Number,130.0,Monaghan,21.493642841790255,39.75028666072111,200.87561164048418,6.568642312162093
806,Persons Injured,2012,Number,67.0,Carlow,12.165008352095287,19.22276893944828,106.34920634920634,3.7083502453783996
807,Persons Injured,2012,Number,1974.0,Dublin,15.355152065789126,32.83115489214423,219.35770641182353,131.90925391751773
808,Persons Injured,2012,Number,260.0,Kildare,12.220916568742656,23.463621609995503,130.6751549673312,14.480242822533485
809,Persons Injured,2012,Number,176.0,Kilkenny,18.298832409727495,32.00775945683802,177.35975814578433,9.755376542753677
810,Persons Injured,2012,Number,118.0,Laois,14.498808148821665,29.323205506798594,152.65200517464424,6.142900524922997
811,Persons Injured,2012,Number,100.0,Longford,25.397470411946973,47.96239748037538,244.8979591836735,5.106035333764509
812,Persons Injured,2012,Number,343.0,Louth,27.640337163762954,61.291773262134015,341.12381899552463,19.094097344640105
813,Persons Injured,2012,Number,296.0,Meath,15.886987698318984,30.204800794576737,161.3958560523446,15.822672035921745
814,Persons Injured,2012,Number,128.0,Offaly,16.636123783158524,31.08997065074385,167.1745755333043,6.88499018351009
815,Persons Injured,2012,Number,138.0,Westmeath,15.919709292265098,28.681483123649063,151.70392085012827,7.297340172386442
816,Persons Injured,2012,Number,283.0,Wexford,19.357045143638853,32.38276504568487,176.45224981814403,15.428509122628478
817,Persons Injured,2012,Number,264.0,Wicklow,19.15861738644528,34.44998553709572,203.78232342724817,15.621455832897762
818,Persons Injured,2012,Number,194.0,Clare,16.507828454731108,28.194532586000587,154.49960180514998,10.62965161408155
819,Persons Injured,2012,Number,742.0,Cork,18.39899028721766,24.618665062287654,144.8134534690824,43.64449150049997
820,Persons Injured,2012,Number,239.0,Kerry,16.37625648369569,27.18921532379625,156.0901273538696,13.72537759145466
821,Persons Injured,2012,Number,385.0,Limerick,20.00758729284352,36.22978150775489,202.8629138491262,21.566211068787812
822,Persons Injured,2012,Number,237.0,Tipperary,14.913820769855205,24.588378100781224,132.847533632287,6.399179177016956
823,Persons Injured,2012,Number,201.0,Waterford,17.589764682202834,30.74052549475423,184.06593406593407,12.039172232038574
824,Persons Injured,2012,Number,505.0,Galway,20.036184158321564,37.895273971574795,205.1177904142973,27.337441468101808
825,Persons Injured,2012,Number,71.0,Leitrim,22.295493798084472,39.063932802699625,203.92532312111055,3.705668977635505
826,Persons Injured,2012,Number,269.0,Mayo,20.595508800943257,34.50111262881805,183.28412446059502,14.296723446094974
827,Persons Injured,2012,Number,146.0,Roscommon,22.755610972568576,38.60187192639205,195.79794367456415,7.403525971501496
828,Persons Injured,2012,Number,133.0,Sligo,20.32986349948793,36.704505731054404,204.19651995905832,7.399851632047478
829,Persons Injured,2012,Number,161.0,Cavan,21.821336116344316,41.334691187923084,214.23819028609446,8.346437643643402
830,Persons Injured,2012,Number,390.0,Donegal,24.261577126931595,47.27616553931195,251.85663545366484,20.770644156259152
831,Persons Injured,2012,Number,122.0,Monaghan,20.11110561627351,37.304115173907505,188.5140355395313,6.164418169875196
832,Persons Injured,2013,Number,89.0,Carlow,16.02448685631977,25.534722919565624,141.26984126984127,4.9260174901295155
833,Persons Injured,2013,Number,1410.0,Dublin,10.84180044628234,23.450824922960162,156.6840760084454,94.22089565536982
834,Persons Injured,2013,Number,337.0,Kildare,15.660724575719835,30.412463394494175,169.37510470765622,18.768622427668404
835,Persons Injured,2013,Number,119.0,Kilkenny,12.275127908895856,21.64161008729389,119.91938192811554,6.595964821520952
836,Persons Injured,2013,Number,95.0,Laois,11.555209575011556,23.607665450388698,122.89780077619663,4.94555550735326
837,Persons Injured,2013,Number,86.0,Longford,21.635764421746458,41.247661833122834,210.6122448979592,4.391190387037478
838,Persons Injured,2013,Number,294.0,Louth,23.465372612557967,52.535805653257725,292.39184485330685,16.366369152548664
839,Persons Injured,2013,Number,227.0,Meath,12.042568090908127,23.163816825570674,123.773173391494,12.134278892412958
840,Persons Injured,2013,Number,135.0,Offaly,17.487952743665474,32.790203420706405,176.3169351327819,7.261513084170797
841,Persons Injured,2013,Number,105.0,Westmeath,12.04045593193129,21.822867594080808,115.42689629901064,5.552324044207076
842,Persons Injured,2013,Number,201.0,Wexford,13.666032091378842,22.999773053648973,125.32474280369948,10.958057716071817
843,Persons Injured,2013,Number,183.0,Wicklow,13.169825985577962,23.880103610941354,141.25820146661522,10.828509156895038
844,Persons Injured,2013,Number,182.0,Clare,15.444146498761073,26.45054087965004,144.9429254048314,9.972147390530115
845,Persons Injured,2013,Number,707.0,Cork,17.3810431084287,23.45740727633069,137.9826301922389,41.585789071231105
846,Persons Injured,2013,Number,250.0,Kerry,17.078369220679857,28.440601803134154,163.27419179275063,14.357089530810313
847,Persons Injured,2013,Number,401.0,Limerick,20.772358776451085,37.735434765220035,211.29358039870027,22.46246919112704
848,Persons Injured,2013,Number,248.0,Tipperary,15.590326453892237,25.729610839636052,139.01345291479822,6.696187493249811
849,Persons Injured,2013,Number,195.0,Waterford,16.993908337472874,29.822897868045146,178.57142857142858,11.679793956455333
850,Persons Injured,2013,Number,467.0,Galway,18.418675827361398,35.04374840539689,189.68318440292444,25.280366664561473
851,Persons Injured,2013,Number,40.0,Leitrim,12.54115065057219,22.007849466309654,114.88750598372427,2.087700832470707
852,Persons Injured,2013,Number,216.0,Mayo,16.540950338859748,27.703495642470997,147.1723824665001,11.47989689351864
853,Persons Injured,2013,Number,119.0,Roscommon,18.519671314741036,31.463169583840095,159.5887349128297,6.034380757593685
854,Persons Injured,2013,Number,149.0,Sligo,22.76581765955171,41.120085367872974,228.76151484135107,8.29005934718101
855,Persons Injured,2013,Number,163.0,Cavan,21.914493143318097,41.84816561261778,216.89953426480375,8.45012009884394
856,Persons Injured,2013,Number,355.0,Donegal,22.137828247868843,43.03343273450191,229.2541168873103,18.90661198838974
857,Persons Injured,2013,Number,107.0,Monaghan,17.585957530734337,32.71754363613199,165.33608035024466,5.406497903087262
858,Persons Injured,2014,Number,103.0,Carlow,18.391543461181342,29.551420906913027,163.4920634920635,5.700896645880227
859,Persons Injured,2014,Number,2125.0,Dublin,16.153774814098558,35.34255529169528,236.13734859428826,141.99957678557507
860,Persons Injured,2014,Number,335.0,Kildare,15.393310572677104,30.231973997494208,168.3699112079075,18.657235944418147
861,Persons Injured,2014,Number,137.0,Kilkenny,14.021656807156162,24.915130940834143,138.05844810211624,7.59367378612076
862,Persons Injured,2014,Number,150.0,Laois,18.063366288941605,37.275261237455844,194.0491591203105,7.808771853715673
863,Persons Injured,2014,Number,102.0,Longford,25.42182787927124,48.92164542998289,249.79591836734696,5.2081560404398
864,Persons Injured,2014,Number,318.0,Louth,25.140526053648934,56.82444284944203,316.2605668821482,17.702399287450596
865,Persons Injured,2014,Number,330.0,Meath,17.306482064191314,33.67427115611596,179.93456924754634,17.64014112112897
866,Persons Injured,2014,Number,107.0,Offaly,13.815186375902183,25.989272340856186,139.7474967348716,5.755421481527965
867,Persons Injured,2014,Number,161.0,Westmeath,18.352388660275626,33.461730310923905,176.98790765848295,8.513563534450848
868,Persons Injured,2014,Number,225.0,Wexford,15.206709876251173,25.746014612293624,140.28889119817106,12.26648251799084
869,Persons Injured,2014,Number,202.0,Wicklow,14.417140695591353,26.359458630656572,155.92435353145504,11.952780599414197
870,Persons Injured,2014,Number,173.0,Clare,14.64017331257193,25.142547099887125,137.77541810459252,9.479019222866537
871,Persons Injured,2014,Number,816.0,Cork,19.890456237339944,27.073895809739525,159.25576554012298,47.99717663666843
872,Persons Injured,2014,Number,347.0,Kerry,23.633577388046998,39.4755553027502,226.62457820833788,19.927640268764716
873,Persons Injured,2014,Number,400.0,Limerick,20.654435798268125,37.64133143662847,210.7666637393519,22.406453058480842
874,Persons Injured,2014,Number,266.0,Tipperary,16.705079977140418,27.597082594125766,149.1031390134529,7.182201101630845
875,Persons Injured,2014,Number,165.0,Waterford,14.320057627383422,25.23475973449974,151.09890109890108,9.882902578539127
876,Persons Injured,2014,Number,515.0,Galway,20.192040023367877,38.64567543635845,209.1795288383428,27.878776942717685
877,Persons Injured,2014,Number,56.0,Leitrim,17.53067868770348,30.81098925283351,160.842508377214,2.92278116545899
878,Persons Injured,2014,Number,216.0,Mayo,16.544244364616763,27.703495642470997,147.1723824665001,11.47989689351864
879,Persons Injured,2014,Number,141.0,Roscommon,21.91074092491298,37.27989001110465,189.09253464461335,7.149980561518569
880,Persons Injured,2014,Number,100.0,Sligo,15.272305201747152,27.59737273011609,153.53121801432957,5.56379821958457
881,Persons Injured,2014,Number,166.0,Cavan,22.13982768278695,42.61837724965982,220.89155023286762,8.605643781644748
882,Persons Injured,2014,Number,310.0,Donegal,19.378633493780086,37.57849055688899,200.1937358734259,16.509999201129073
883,Persons Injured,2014,Number,113.0,Monaghan,18.51730466701626,34.5521722512422,174.6072624259593,5.709666009802436
884,Persons Injured,2015,Number,95.0,Carlow,16.823687752355315,27.25616491414308,150.79365079365078,5.2581085568798205
885,Persons Injured,2015,Number,2143.0,Dublin,16.107428959699106,35.641927524754344,238.13757084120456,143.2023967301117
886,Persons Injured,2015,Number,343.0,Kildare,15.586304046531707,30.953931585494068,172.3906852069023,19.102781877419176
887,Persons Injured,2015,Number,166.0,Kilkenny,16.85809747230093,30.18913676042677,167.2824991602284,9.201093784642673
888,Persons Injured,2015,Number,96.0,Laois,11.446422396833157,23.856167191971736,124.19146183699871,4.997613986378031
889,Persons Injured,2015,Number,136.0,Longford,33.58190527927305,65.22886057331051,333.0612244897959,6.944208053919732
890,Persons Injured,2015,Number,245.0,Louth,19.187694813840203,43.77983804438144,243.659870711089,13.638640960457218
891,Persons Injured,2015,Number,303.0,Meath,15.710715433833519,30.919103516070113,165.2126499454744,16.196856847582055
892,Persons Injured,2015,Number,94.0,Offaly,12.096877975960671,22.831697196640015,122.76882890727035,5.056164666015222
893,Persons Injured,2015,Number,160.0,Westmeath,18.130722509291996,33.253893476694564,175.88860388420667,8.460684257839354
894,Persons Injured,2015,Number,234.0,Wexford,15.72147459369394,26.77585519678537,145.9004468460979,12.757141818710474
895,Persons Injured,2015,Number,191.0,Wicklow,13.520400940057195,24.924042566610918,147.43342338865304,11.30188660637679
896,Persons Injured,2015,Number,158.0,Clare,13.334233534753402,22.962557466948937,125.82957260419431,8.65713894342724
897,Persons Injured,2015,Number,717.0,Cork,17.330184734451777,23.789195215175543,139.93429398562276,42.17398976530792
898,Persons Injured,2015,Number,279.0,Kerry,18.94530984748686,31.739711612297715,182.2139980407097,16.02251191638431
899,Persons Injured,2015,Number,355.0,Limerick,18.27250220042104,33.40668165000776,187.05541406867482,19.885727089401747
900,Persons Injured,2015,Number,237.0,Tipperary,14.868908923227494,24.588378100781224,132.847533632287,6.399179177016956
901,Persons Injured,2015,Number,228.0,Waterford,19.70630688251411,34.8698498149451,208.7912087912088,13.656374472163158
902,Persons Injured,2015,Number,479.0,Galway,18.670533299032563,35.94423016313728,194.55727051177905,25.92996923410053
903,Persons Injured,2015,Number,86.0,Leitrim,26.880040007501407,47.31687635256575,247.00813786500717,4.48855678981202
904,Persons Injured,2015,Number,227.0,Mayo,17.390238483755066,29.114321809448686,154.66727231433114,12.06452127235524
905,Persons Injured,2015,Number,114.0,Roscommon,17.68867924528302,30.141187668552696,152.88332588287886,5.780835347610758
906,Persons Injured,2015,Number,124.0,Sligo,18.929563704088174,34.22074218534395,190.3787103377687,6.899109792284866
907,Persons Injured,2015,Number,168.0,Cavan,22.22898500866666,43.131851674354515,223.55289421157684,8.709326236845287
908,Persons Injured,2015,Number,318.0,Donegal,19.927184313922083,38.54825805513128,205.3600258314498,16.93606369664208
909,Persons Injured,2015,Number,144.0,Monaghan,23.5274895841843,44.031086762644925,222.5083698171517,7.276034561164165
910,Persons Injured,2016,Number,86.0,Carlow,15.105740181268882,24.674001922276894,136.5079365079365,4.759971956754363
911,Persons Injured,2016,Number,2245.0,Dublin,16.686462484818662,37.33837017875572,249.47216357373043,150.01837641581932
912,Persons Injured,2016,Number,387.0,Kildare,17.3929457447956,34.92469831949331,194.50494220137375,21.553284508924843
913,Persons Injured,2016,Number,169.0,Kilkenny,17.030796517252497,30.734723569350148,170.30567685589517,9.367378612075974
914,Persons Injured,2016,Number,106.0,Laois,12.515201246797409,26.34118460780213,137.1280724450194,5.518198776625742
915,Persons Injured,2016,Number,114.0,Longford,27.89127296748465,54.67713312762794,279.18367346938777,5.82088028049154
916,Persons Injured,2016,Number,231.0,Louth,17.923093634586138,41.27813301327393,229.7364495275982,12.859290048431092
917,Persons Injured,2016,Number,283.0,Meath,14.50954656385226,28.878238597517626,154.30752453653218,15.12775738569545
918,Persons Injured,2016,Number,116.0,Offaly,14.87923448903939,28.175285902236613,151.50195907705705,6.239522353806018
919,Persons Injured,2016,Number,167.0,Westmeath,18.812661935338518,34.70875131629995,183.58373030414072,8.830839194119825
920,Persons Injured,2016,Number,217.0,Wexford,14.49352800523637,24.830600759412075,135.3008417333472,11.830340917351165
921,Persons Injured,2016,Number,179.0,Wicklow,12.568018255222047,23.35813413310657,138.1705905055963,10.591820432154163
922,Persons Injured,2016,Number,161.0,Clare,13.550249543415505,23.398555393536572,128.21874170427395,8.8215149993151
923,Persons Injured,2016,Number,693.0,Cork,16.610300303683267,22.99290416194791,135.2503008815015,40.76230809952356
924,Persons Injured,2016,Number,272.0,Kerry,18.41483477424902,30.94337476180996,177.64232067051267,15.620513409521623
925,Persons Injured,2016,Number,350.0,Limerick,17.958019281781844,32.93616500704991,184.4208307719329,19.60564642617074
926,Persons Injured,2016,Number,234.0,Tipperary,14.66597306224264,24.27713280836627,131.1659192825112,6.3181769089534505
927,Persons Injured,2016,Number,194.0,Waterford,16.698801817931415,29.6699599302603,177.65567765567766,11.619897577191459
928,Persons Injured,2016,Number,424.0,Galway,16.430414867975415,31.817022106827153,172.21770917952884,22.9526241237132
929,Persons Injured,2016,Number,88.0,Leitrim,27.462239420796404,48.41726882588124,252.7525131641934,4.592941831435556
930,Persons Injured,2016,Number,209.0,Mayo,16.01446665696093,26.805697172576103,142.40290710878944,11.107863197895352
931,Persons Injured,2016,Number,142.0,Roscommon,22.000495785820526,37.54428639416213,190.4336164506035,7.200689643515154
932,Persons Injured,2016,Number,99.0,Sligo,15.106431677729459,27.321399002814932,151.99590583418626,5.508160237388725
933,Persons Injured,2016,Number,179.0,Cavan,23.49821466078555,45.95596101017535,238.1902860944777,9.279579740448252
934,Persons Injured,2016,Number,314.0,Donegal,19.724609276848085,38.06337430601013,202.77688085243784,16.723031448885575
935,Persons Injured,2016,Number,114.0,Monaghan,18.571009676473462,34.8579436870939,176.15245943857843,5.760194027588298
936,Persons Injured,2017,Number,76.0,Carlow,13.156755820998875,21.804931931314464,120.63492063492063,4.206486845503856
937,Persons Injured,2017,Number,2265.0,Dublin,16.618352383908153,37.67100599326579,251.6946327369708,151.35484302086
938,Persons Injured,2017,Number,338.0,Kildare,14.917336769911115,30.502708092994155,169.87770145753055,18.824315669293533
939,Persons Injured,2017,Number,136.0,Kilkenny,13.603536919599096,24.733268671193017,137.05072220356064,7.53824551030966
940,Persons Injured,2017,Number,172.0,Laois,20.033311203512817,42.742299552282695,222.50970245795602,8.95405839226064
941,Persons Injured,2017,Number,82.0,Longford,19.60174981473956,39.32916593390782,200.81632653061226,4.1869489736868974
942,Persons Injured,2017,Number,304.0,Louth,23.27967776024995,54.32273781833452,302.33714569865737,16.923048375424464
943,Persons Injured,2017,Number,262.0,Meath,13.149177925441151,26.73533043303752,142.85714285714286,14.005202950714516
944,Persons Injured,2017,Number,148.0,Offaly,18.7948441170868,35.94777856492258,193.29560296038312,7.960769899683541
945,Persons Injured,2017,Number,145.0,Westmeath,16.12042513452217,30.136340963254447,159.39904727006228,7.667495108666913
946,Persons Injured,2017,Number,231.0,Wexford,15.19516912025891,26.43257500195479,144.02992829678897,12.593588718470597
947,Persons Injured,2017,Number,210.0,Wicklow,14.522721143007308,27.403397586326143,162.09957545349286,12.426158048895946
948,Persons Injured,2017,Number,190.0,Clare,15.8004158004158,27.613202017217073,151.31404300504377,10.410483539564403
949,Persons Injured,2017,Number,772.0,Cork,17.365992797162054,25.6140288788222,150.66844484923396,45.40909358273043
950,Persons Injured,2017,Number,276.0,Kerry,18.527842110562883,31.398424390660104,180.2547077391967,15.850226842014589
951,Persons Injured,2017,Number,346.0,Limerick,17.594174599300302,32.55975169268362,182.31316413453942,19.38158189558593
952,Persons Injured,2017,Number,232.0,Tipperary,14.418535275692339,24.069635946756307,130.04484304932734,6.264175396911114
953,Persons Injured,2017,Number,162.0,Waterford,13.72951167008492,24.775945921145198,148.35164835164835,9.703213440747506
954,Persons Injured,2017,Number,360.0,Galway,13.786606311967924,27.014452732211733,146.2225832656377,19.488077086171586
955,Persons Injured,2017,Number,50.0,Leitrim,15.360511197812663,27.509811832887067,143.60938247965532,2.6096260405883838
956,Persons Injured,2017,Number,193.0,Mayo,14.66264520197224,24.753586384244922,131.50124914830798,10.25750046504212
957,Persons Injured,2017,Number,136.0,Roscommon,20.77858583389354,35.957908095817245,182.3871256146625,6.89643515153564
958,Persons Injured,2017,Number,121.0,Sligo,18.264426632854835,33.392821003440474,185.77277379733877,6.73219584569733
959,Persons Injured,2017,Number,153.0,Cavan,19.86677573916092,39.280793489144294,203.59281437125748,7.931707822841244
960,Persons Injured,2017,Number,330.0,Donegal,20.5761316872428,40.00290930249473,213.10946076848563,17.575160439911592
961,Persons Injured,2017,Number,92.0,Monaghan,14.848289218850873,28.130972098356477,142.158125160958,4.648577636299327
962,Persons Injured,2018,Number,56.0,Carlow,9.556640158367179,16.066791949389607,88.88888888888889,3.0995166230028413
963,Persons Injured,2018,Number,2345.0,Dublin,16.98658675364958,39.00154925130608,260.58450938993224,156.7007094410228
